exposure_to_patient_isolation,enter_area_isolation,appearance_of_symptoms_isolation,risk_groups_isolation,full_quarantine,partial_quarantine,unnecessary_business,educational_institutions,religious_institutions,distance_saving_instructions,congregation_restriction,prohibition_entering_country,public_transport_restriction,limit_hospital_visits,limit_retirement_homes_visits,disinfecting_public_spaces,police_army_enforcement,fines_and_incarceration,encouragement_using_masks,encouragement_using_gloves,encouragement_using_hand_sanitizers,wide_temperature_tests,lockdown_level,country,province,start_date
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Pekela,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Pijnacker-Nootdorp,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Purmerend,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Putten,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Raalte,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Reimerswaal,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Renkum,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Renswoude,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Reusel-De Mierden,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Rheden,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Rhenen,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Ridderkerk,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Rijssen-Holten,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Rijswijk,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Roerdalen,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Roermond,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Roosendaal,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Rotterdam,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Rozendaal,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Rucphen,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Schagen,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Scherpenzeel,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Schiedam,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Schiermonnikoog,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Schouwen-Duiveland,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Simpelveld,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Sint Anthonis,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Sint Maarten,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Sint-Michielsgestel,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Sittard-Geleen,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Sliedrecht,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Sluis,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Smallingerland,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Soest,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Someren,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Son en Breugel,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Stadskanaal,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Staphorst,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Stede Broec,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Steenbergen,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Steenwijkerland,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Stein,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Stichtse Vecht,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Sudwest Fryslan,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Sudwest-Fryslan,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Terneuzen,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Terschelling,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Texel,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Teylingen,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Tholen,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Tiel,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Tilburg,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Tubbergen,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Twenterand,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Tynaarlo,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Tytsjerksteradiel,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Uden,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Uitgeest,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Uithoorn,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Urk,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Utrecht,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Utrechtse Heuvelrug,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Vaals,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Valkenburg aan de Geul,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Valkenswaard,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Veendam,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Veenendaal,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Veere,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Veldhoven,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Velsen,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Venlo,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Venray,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Vijfheerenlanden,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Vlaardingen,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Vlieland,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Vlissingen,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Voerendaal,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Voorschoten,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Voorst,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Vught,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Waadhoeke,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Waalre,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Waalwijk,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Waddinxveen,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Wageningen,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Wassenaar,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Waterland,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Weert,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Weesp,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,West Betuwe,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,West Maas en Waal,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Westerkwartier,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Westerveld,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Westervoort,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Westerwolde,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Westland,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Weststellingwerf,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Westvoorne,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Wierden,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Wijchen,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Wijdemeren,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Wijk bij Duurstede,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Winterswijk,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Woensdrecht,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Woerden,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Wormerland,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Woudenberg,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Zaanstad,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Zaltbommel,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Zandvoort,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Zeewolde,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Zeist,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Zevenaar,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Zoetermeer,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Zoeterwoude,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Zuidplas,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Zundert,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Zutphen,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Zwartewaterland,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Zwijndrecht,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,Zwolle,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,all,2020-03-15 00:00:00
False,False,True,False,False,False,1,2,0,,100,False,0,False,False,False,False,False,False,False,False,False,3,Netherlands,s-Gravenhage,2020-03-15 00:00:00
True,False,True,False,False,True,2,2,1,1,,False,1,False,False,True,True,True,False,False,False,False,4,Spain,Andalucia,2020-03-15 00:00:00
True,False,True,False,False,True,2,2,1,1,,False,1,False,False,True,True,True,False,False,False,False,4,Spain,Aragon,2020-03-15 00:00:00
True,False,True,False,False,True,2,2,1,1,,False,1,False,False,True,True,True,False,False,False,False,4,Spain,Asturias,2020-03-15 00:00:00
True,False,True,False,False,True,2,2,1,1,,False,1,False,False,True,True,True,False,False,False,False,4,Spain,Baleares,2020-03-15 00:00:00
True,False,True,False,False,True,2,2,1,1,,False,1,False,False,True,True,True,False,False,False,False,4,Spain,CValenciana,2020-03-15 00:00:00
True,False,True,False,False,True,2,2,1,1,,False,1,False,False,True,True,True,False,False,False,False,4,Spain,Canarias,2020-03-15 00:00:00
True,False,True,False,False,True,2,2,1,1,,False,1,False,False,True,True,True,False,False,False,False,4,Spain,Cantabria,2020-03-15 00:00:00
True,False,True,False,False,True,2,2,1,1,,False,1,False,False,True,True,True,False,False,False,False,4,Spain,Castilla-LaMancha,2020-03-15 00:00:00
True,False,True,False,False,True,2,2,1,1,,False,1,False,False,True,True,True,False,False,False,False,4,Spain,CastillaLaMancha,2020-03-15 00:00:00
True,False,True,False,False,True,2,2,1,1,,False,1,False,False,True,True,True,False,False,False,False,4,Spain,CastillayLeon,2020-03-15 00:00:00
True,False,True,False,False,True,2,2,1,1,1000,False,1,False,False,True,True,True,False,False,False,False,4,Spain,Cataluna,2020-03-15 00:00:00
True,False,True,False,False,True,2,2,1,1,,False,1,False,False,True,True,True,False,False,False,False,4,Spain,Ceuta,2020-03-15 00:00:00
True,False,True,False,False,True,2,2,1,1,,False,1,False,False,True,True,True,False,False,False,False,4,Spain,Extremadura,2020-03-15 00:00:00
True,False,True,False,False,True,2,2,1,1,,False,1,False,False,True,True,True,False,False,False,False,4,Spain,Galicia,2020-03-15 00:00:00
True,False,True,False,False,True,2,2,1,1,1000,False,1,False,False,True,True,True,False,False,False,False,4,Spain,LaRioja,2020-03-15 00:00:00
True,False,True,False,False,True,2,2,1,1,,False,1,False,False,True,True,True,False,False,False,False,4,Spain,Madrid,2020-03-15 00:00:00
True,False,True,False,False,True,2,2,1,1,,False,1,False,False,True,True,True,False,False,False,False,4,Spain,Melilla,2020-03-15 00:00:00
True,False,True,False,False,True,2,2,1,1,,False,1,False,False,True,True,True,False,False,False,False,4,Spain,Murcia,2020-03-15 00:00:00
True,False,True,False,False,True,2,2,1,1,,False,1,False,False,True,True,True,False,False,False,False,4,Spain,Navarra,2020-03-15 00:00:00
True,False,True,False,False,True,2,2,1,1,,False,1,False,False,True,True,True,False,False,False,False,4,Spain,PaisVasco,2020-03-15 00:00:00
True,False,True,False,False,True,2,2,1,1,,False,1,False,False,True,True,True,False,False,False,False,4,Spain,all,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Aneurin Bevan,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Ayrshire and Arran,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Barking and Dagenham,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Barnet,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Barnsley,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Bath and North East Somerset,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Bedford,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Betsi Cadwaladr,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Bexley,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Birmingham,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Blackburn with Darwen,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Blackpool,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Blaenau Gwent County Borough Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Bolton,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Borders,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,"Bournemouth, Christchurch and Poole",2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Bracknell Forest,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Bradford,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Brent,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Bridgend County Borough Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Brighton and Hove,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,"Bristol, City of",2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Bromley,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Buckinghamshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Bury,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Caerphilly County Borough Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Calderdale,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Cambridgeshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Camden,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Cardiff and Vale,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Carmarthenshire County Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Central Bedfordshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Ceredigion County Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Cheshire East,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Cheshire West and Chester,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,City and County of Swansea,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,City of Cardiff Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Conwy County Borough Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Cornwall and Isles of Scilly,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,County Durham,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Coventry,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Croydon,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Cumbria,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Cwm Taf,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Darlington,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Denbighshire County Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Derby,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Derbyshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Devon,2020-03-15 00:00:00
