exposure_to_patient_isolation,enter_area_isolation,appearance_of_symptoms_isolation,risk_groups_isolation,full_quarantine,partial_quarantine,unnecessary_business,educational_institutions,religious_institutions,distance_saving_instructions,congregation_restriction,prohibition_entering_country,public_transport_restriction,limit_hospital_visits,limit_retirement_homes_visits,disinfecting_public_spaces,police_army_enforcement,fines_and_incarceration,encouragement_using_masks,encouragement_using_gloves,encouragement_using_hand_sanitizers,wide_temperature_tests,lockdown_level,country,province,start_date
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Doncaster,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Dorset,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Dudley,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Dumfries and Galloway,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Ealing,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,East Riding of Yorkshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,East Sussex,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Enfield,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Essex,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Fife,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Flintshire County Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Forth Valley,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Gateshead,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Gloucestershire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Grampian,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Greater Glasgow and Clyde,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Greenwich,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Gwynedd Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Hackney and City of London,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Halton,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Hammersmith and Fulham,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Hampshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Haringey,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Harrow,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Hartlepool,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Havering,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,"Herefordshire, County of",2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Hertfordshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Highland,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Hillingdon,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Hounslow,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Hywel Dda,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Isle of Anglesey County Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Isle of Wight,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Islington,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Kensington and Chelsea,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Kent,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,"Kingston upon Hull, City of",2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Kingston upon Thames,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Kirklees,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Knowsley,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Lambeth,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Lanarkshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Lancashire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Leeds,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Leicester,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Leicestershire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Lewisham,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Lincolnshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Liverpool,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Lothian,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Luton,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Manchester,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Medway,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Merthyr Tydfil County Borough Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Merton,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Middlesbrough,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Milton Keynes,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Monmouthshire County Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Neath Port Talbot Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Newcastle upon Tyne,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Newham,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Newport City Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Norfolk,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,North East Lincolnshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,North Lincolnshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,North Somerset,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,North Tyneside,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,North Yorkshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Northamptonshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Northumberland,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Nottingham,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Nottinghamshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Oldham,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Oxfordshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Pembrokeshire County Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Peterborough,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Plymouth,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Portsmouth,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Powys,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Powys County Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Reading,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Redbridge,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Redcar and Cleveland,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Resident outside Wales,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Residential area to be confirmed,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Rhondda Cynon Taf County Borough Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Richmond upon Thames,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Rochdale,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Rotherham,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Rutland,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Salford,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Sandwell,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Sefton,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Sheffield,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Shetland,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Shropshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Slough,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Solihull,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Somerset,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,South Gloucestershire,2020-03-15 00:00:00
